imdbId,Genre,umap_x,umap_y,cluster_dbscan
374584,Crime|Sci-Fi|Thriller,0.98516786,3.8664482,3
196499,Documentary,2.7890406,6.4538517,9
2357291,Animation|Adventure|Comedy,6.0218177,3.8037488,2
2180168,Drama,2.5813193,5.091069,1
1756476,Action|Comedy,6.1420913,2.6221905,2
117669,Documentary|Biography|Music,3.8683734,5.199494,5
456117,Comedy,5.8220625,3.7821438,2
1235189,Action|Comedy|Crime,0.77294916,2.4083998,10
1153106,Crime|Drama|History,7.034103,4.422814,2
78227,Comedy|Romance|Sport,0.36828145,3.7659714,3
882977,Action|Drama|Thriller,4.208369,5.749249,5
137226,Animation|Adventure|Romance,2.9763653,4.7200065,1
1583421,Action|Adventure|Sci-Fi,4.4588614,4.2124205,2
41445,Drama|War,6.7852526,5.0386486,2
230512,Documentary|Biography|Music,2.6444871,3.4387257,3
85807,Comedy|Drama,3.8608925,2.107126,4
114550,Comedy|Drama|Romance,6.164978,2.659642,2
70895,Action|Crime|Drama,4.1071296,3.333972,2
21576,Documentary|Short|Comedy,5.882306,3.8077214,2
103994,Drama|Romance,7.06258,3.7646012,2
357470,Drama|Romance|Comedy,4.660609,6.0669546,5
1615091,Adventure|Sci-Fi,6.012997,4.3945093,2
1286784,Action|Crime|Drama,3.6037767,4.98846,5
1571409,Drama,3.3259394,1.4458456,4
4460878,Drama|Horror|Thriller,3.7634816,5.638417,5
7361,Fantasy|Romance,4.0045,2.5453734,4
2072263,Comedy|Drama|Thriller,4.477884,2.9748852,2
103962,Adventure|Biography|Drama,7.0678887,4.0256057,2
212579,Short|Comedy|History,2.2948368,4.000711,12
1110209,Comedy,1.4207913,2.3884482,3
2473510,Horror,6.8885255,5.062374,2
1032747,Drama|Romance|Thriller,3.6545084,6.1043296,5
88206,Action|Adventure|Fantasy,0.6925434,4.5343947,3
337708,Drama,2.4809213,3.079784,3
500140,Documentary|Comedy,3.925838,5.9506693,5
760185,Documentary,5.9687076,3.0531244,2
86200,Comedy|Crime|Drama,5.1327395,4.7920437,2
32612,Drama|History|War,2.7268364,5.046275,1
273069,Crime|Drama|Mystery,6.1726213,5.579485,2
120642,Drama,0.70760196,3.7512894,3
326208,Action|Biography|Crime,6.221994,2.6583822,2
143344,Action|Drama,6.2448826,5.716696,2
264616,Crime|Drama|Thriller,5.229686,5.288827,2
102048,Crime|Drama|Thriller,3.303424,2.5861309,4
1418754,Crime|Thriller,3.638375,5.204519,5
1663625,Comedy|Horror,4.5784645,6.2322745,5
407887,Crime|Drama|Thriller,3.3816416,6.407896,5
5275778,Animation|Action|Adventure,2.8457227,2.5417058,-1
1172994,Horror,7.0526133,4.0255,2
2343371,Comedy,1.3497282,2.9240396,3
1764366,Comedy,1.3092834,3.3129237,3
60747,Action|Adventure|Western,5.9868717,3.136286,2
1456941,Action|Adventure|Drama,4.2987156,5.2523866,5
117202,Crime|Drama,3.8942413,4.199488,2
179205,Documentary,3.5368342,2.1581635,4
90968,Comedy,6.16922,5.655944,2
1332054,Comedy,2.1743476,2.739734,3
1502404,Action|Fantasy|Thriller,6.5845156,4.8798947,2
37280,Drama|Romance|War,1.2926474,3.5702693,3
116931,Comedy|Romance,1.8236225,1.8984516,3
1029161,Short|Action|Drama,5.953365,3.3740983,2
2709784,Biography|Drama,5.619344,4.0701256,2
156639,Comedy,4.223255,3.5245056,2
1638002,Comedy|Romance,5.8979855,4.1958117,2
68850,Comedy|Drama,3.0932631,3.3246315,6
66434,Crime|Drama|Sci-Fi,0.9509777,2.7641025,3
385363,Comedy,2.6444912,2.3927479,-1
75169,Drama,3.6863258,2.2223196,4
63374,Comedy,0.5086133,3.217529,3
2404181,Biography|Drama|Romance,6.087968,3.187924,2
101970,Drama,3.679687,2.4845457,4
104431,Adventure|Comedy|Family,5.85116,3.4027455,2
68284,Fantasy|Horror|Romance,0.7912259,4.164929,3
1666335,Thriller,6.068853,2.817489,2
238588,Drama|History|Romance,3.7674994,4.425518,2
231627,Action|Animation,6.573046,2.8031256,2
1500505,Comedy,3.933595,6.5778537,5
878814,Comedy|Romance,6.443854,2.9647427,2
213035,,4.487959,4.772561,2
1559038,Documentary,5.973895,4.2600536,2
324554,Drama|Mystery|Romance,5.732085,3.995603,2
22436,Drama|Romance,3.9326913,5.0994577,5
1465505,Drama|Horror|Thriller,4.144416,5.893392,5
2370140,Documentary|Biography|Music,2.1662571,5.8635445,7
116834,Comedy|Drama|Romance,5.443608,3.1280818,2
108210,Comedy|Drama|War,4.6036987,4.1546783,2
82835,Comedy|Western,5.7352524,2.4761076,2
2304953,Crime|Thriller,6.1790037,4.1762547,2
113762,Horror|Mystery,7.3899074,3.7918763,2
89164,Comedy,3.2044964,1.5751487,4
30337,Drama,4.288795,4.7255607,2
2815030,Drama|Thriller,7.010173,4.6125875,2
1389096,Comedy|Crime|Thriller,3.4475691,2.6991453,4
119485,Biography|Drama|History,3.6192238,5.689718,5
118623,Drama|Romance,5.9145517,2.6419263,2
52631,Drama|Romance,0.5876726,3.3580248,3
98194,Action|Adventure|Comedy,4.3391213,3.5196314,2
119861,Musical|Romance|Action,4.266972,3.2621613,2
893402,Drama|Fantasy|Sci-Fi,7.131873,4.8874774,2
1210039,Drama,0.3586568,3.571292,3
2064713,Documentary|Biography|Music,5.8626647,5.7316203,2
1242545,Comedy|Drama|Fantasy,2.4511917,2.644581,3
1597522,Adventure|Comedy|Family,4.87742,2.5266964,2
4288,Short|Comedy,5.228656,4.8000402,2
48291,Drama,2.005706,3.194922,3
232083,Crime|Drama|Mystery,5.1303997,2.3989882,2
441733,Drama,0.44905797,4.090368,3
452039,Animation|Adventure|Comedy,2.5916982,5.325708,1
1762248,Comedy|Romance|Sci-Fi,4.8765936,4.8646073,2
480242,Comedy|Drama|Romance,3.321402,0.81261057,4
1838475,Thriller,6.8786907,3.6647508,2
1201561,Animation|Family|Fantasy,4.9977236,2.5608752,2
828393,Drama,4.3938103,5.661234,5
79264,Sci-Fi,1.2526435,3.3694665,3
77630,Adventure|Drama|Romance,6.6760774,2.9958951,2
269461,Biography|Drama|History,3.776088,5.1449156,5
54652,Comedy|Romance,4.111767,3.105987,2
111408,Documentary|Family|Musical,0.70840526,4.346661,3
102116,Drama,7.109126,4.905634,2
59043,Drama|Thriller,0.58682156,4.350036,3
260688,Drama|Crime,3.4914098,0.76854,4
1037033,Documentary|Comedy,1.8617581,5.5540824,7
55992,Comedy|Musical|Romance,2.1800065,3.1855514,3
248568,Adventure|Family,5.923617,2.366323,2
1433528,Documentary,3.2840185,2.5464694,4
3064298,Comedy|Drama|Romance,1.6284692,3.4794161,3
1093374,Drama,4.5985317,3.5907514,2
2188926,Family,6.03718,3.2309241,2
62168,Horror|Mystery|Sci-Fi,2.253131,3.0429857,3
91829,Fantasy|Horror|Mystery,6.440914,3.827096,2
2403419,Thriller,5.6716313,2.6277866,2
4073952,Documentary|Comedy,2.4103937,5.4795985,1
109529,Comedy|Drama,3.8634892,5.852743,5
409379,Crime|Drama|Thriller,2.3710952,2.3824043,-1
13059,Drama|Family|Fantasy,4.242137,2.6350453,4
1097268,Documentary|Crime,2.8418193,6.511408,9
2976920,Biography|Drama|Romance,6.1398582,4.861816,2
2664910,Animation|Short|Adventure,2.322979,1.7630416,13
79239,Drama,3.1418774,5.7682786,5
50112,Drama|Family|Romance,3.4551096,0.920426,4
416675,Drama,6.2633457,3.9885964,2
114279,Drama|War,2.1617794,5.726376,7
44117,Comedy|Music|Romance,2.8670344,1.0906118,4
458522,Biography|Drama|Music,3.9716432,6.323832,5
106681,Crime|Thriller,7.211362,4.113922,2
87056,Drama|Family|Fantasy,5.3666587,4.147185,2
1333994,Documentary,6.4825187,2.4609778,2
116768,Comedy,3.8832936,5.183448,5
114614,Action|Comedy|Sci-Fi,3.200925,4.6185584,1
285441,Drama,4.95672,2.0147617,2
1602476,Comedy|Crime|Drama,5.68777,4.209752,2
47494,Drama|Romance,3.2400007,1.1908828,4
417349,Drama|Romance,6.5859017,4.2330112,2
1597089,Documentary|Biography|History,6.151062,3.6558084,2
73233,Drama,6.284858,4.4259253,2
386741,Animation|Action|Sci-Fi,2.5878391,6.3886013,9
139193,Documentary,3.2740972,1.6751988,4
1866570,Adventure|Drama|Fantasy,4.3999243,5.006541,2
262411,Comedy|Fantasy,4.3151865,3.9488256,2
4126304,Documentary,5.7846603,4.0952435,2
120866,Drama|History|Thriller,6.5525994,2.9440877,2
1629377,Horror|Thriller,4.370538,4.64598,2
44426,Adventure,4.1829534,2.7055292,4
62908,Sci-Fi|Horror|Drama,7.1612597,2.9965575,2
1194235,Drama,2.2266498,1.8868933,13
30018,Comedy|Drama|Romance,3.6956697,1.300771,4
2910814,Sci-Fi|Thriller,2.986629,2.7723076,4
1866249,Biography|Comedy|Drama,3.0202713,4.9246597,1
100152,Horror|Sci-Fi|Thriller,6.334287,5.7133164,2
940657,Animation|Adventure|Family,5.165729,3.683714,2
167132,Action|Thriller,0.34917495,3.5682058,3
207359,Action|Drama|Thriller,4.1210546,2.6415327,4
881909,Documentary,0.54724133,2.91252,3
226935,Drama,3.4171119,5.8125362,5
479046,Documentary|Action|Drama,6.768741,4.971943,2
80180,Adventure|Drama|History,3.325097,4.6596317,-1
172495,Action|Adventure|Drama,5.3829103,4.7917094,2
489279,Horror|Thriller,4.1095552,4.1787114,2
3078242,Drama,5.612513,2.768306,2
179526,Comedy,2.120731,3.2196133,3
4412362,Comedy,5.996568,4.7089953,2
75205,Adventure,6.623092,2.8459609,2
484562,Adventure|Drama|Family,4.858252,2.550717,2
3141912,Action|Thriller,5.9187684,4.300582,2
1062161,Horror|Sci-Fi,2.497985,3.9555507,12
483022,Comedy|Drama,5.622955,3.4740934,2
237539,Comedy|Romance,3.6077876,3.7699184,2
377008,Animation|Action|Comedy,5.251415,3.540452,2
71519,Horror,3.0675805,1.408667,4
79917,Horror|Drama|Thriller,6.6890674,5.2531943,2
1090750,Action|Adventure|Comedy,4.26116,4.672063,2
1344355,Action|Crime|Drama,3.9133937,5.5724416,5
399222,Comedy|Drama|Romance,6.664552,3.403672,2
12190,Drama|Romance|War,1.1564891,4.6911755,3
85496,Comedy|Drama,5.569088,4.4415717,2
203427,Comedy,6.306749,5.803586,2
2459156,Adventure|Drama|Romance,5.8488693,2.924038,2
1906384,Drama,6.6222744,4.2123427,2
98308,Comedy,1.4685097,4.4456434,11
91789,Comedy|Drama,0.8754924,4.7968464,3
120660,Action|Thriller,5.861654,4.0470843,2
101254,Documentary|Biography,7.2877,3.5775063,2
54248,Crime|Drama|Sport,7.1713223,3.8523684,2
3472226,Short|Action|Comedy,6.2703714,3.0882473,2
1580021,Drama,2.8346405,6.2799134,9
297814,Documentary|Action|Biography,3.7653732,6.37866,5
477348,Crime|Drama|Thriller,7.117488,4.4380946,2
145891,Animation|Comedy|Western,3.3076289,2.258922,4
826099,Action|Crime|Drama,4.8262825,3.4437833,2
351299,Crime|Drama,6.9945955,3.4808178,2
2073029,Documentary|Biography|History,5.3075814,2.4681487,2
93229,Action|Comedy|Crime,5.040142,3.3472064,2
262774,Drama,2.9780476,3.2068052,3
41506,Crime|Drama,2.8654203,3.9632587,12
223783,Crime|Thriller,4.4756513,3.1525273,2
2061712,Action|Thriller,0.68949264,3.0241787,3
98078,Fantasy,5.363322,4.7714987,2
2404435,Action|Adventure|Western,4.891397,3.0145166,2
1897945,Comedy|Romance,1.1089698,2.634983,3
308208,Action|Crime|Sci-Fi,3.8291721,6.562781,5
997047,Adventure|Comedy|Drama,3.4703376,5.5277004,5
318590,Biography|Music|Romance,3.8370218,4.962688,5
1343712,Animation|Action|Drama,5.018442,2.2101681,2
1320291,Horror|Thriller,2.5863492,5.2430034,1
307385,Documentary,2.8519435,5.166501,1
23800,Animation|Short|Family,3.0623503,6.6421223,9
26276,Comedy|Drama|Romance,4.5896564,3.931071,2
427914,Drama|War,4.1416073,3.2875714,2
254334,Thriller|Drama|Action,1.0140855,2.768208,3
52880,Comedy|Sci-Fi,6.219165,5.393131,2
500166,Animation|Short|Family,4.4512873,3.4033,2
28676,Comedy|Drama|Romance,5.965062,3.06348,2
892375,Documentary|Music,3.7613554,6.4026866,5
82280,Drama,4.085648,3.347183,2
111488,Thriller|Crime|Drama,3.5790758,6.403785,5
1791528,Comedy|Crime|Drama,6.392918,4.2856984,2
3983266,Comedy|Romance,0.5717362,3.9658766,3
362225,Crime|Drama|Mystery,1.6057924,2.3846657,3
270841,Action|Drama|Sci-Fi,1.1175163,2.6763728,3
1548559,Comedy,3.5085905,2.4621708,4
500177,Animation|Short|Family,0.44085607,4.182584,3
805564,Comedy|Drama|Romance,4.0388713,2.582552,4
2241605,Crime|Mystery|Thriller,7.113031,3.5235553,2
120657,Action|Adventure|History,6.4979115,4.979739,2
118566,Comedy|Drama|Romance,0.5134205,3.2565496,3
116745,Crime|Drama|Music,6.8266883,5.0250173,2
314630,Drama,4.157058,5.992753,5
2473794,Biography|Drama|History,1.3392117,2.5698876,3
377515,Documentary|Comedy,0.43177763,3.9064267,3
452011,Drama|History,5.7519426,4.4675975,2
1925421,Drama,3.5014598,6.5273757,5
86141,Action|Adventure|Sci-Fi,2.1347888,3.098803,3
839856,Comedy,0.7506195,2.3739014,10
112364,Drama,6.811347,4.5967684,2
3481550,Comedy,4.068459,6.207706,5
816671,Animation|Action|Comedy,1.1718296,4.8383894,3
2112999,Documentary|Comedy,4.0312233,6.144687,5
796355,Action|Crime|Drama,1.0493529,2.7365236,3
1964418,Action|Adventure|Family,3.9057248,4.4096947,2
2192200,Drama,4.108813,6.269511,5
325352,Comedy|Musical|Romance,5.0377336,2.7647104,2
67451,Adventure|Comedy,2.3269083,2.9544818,3
1797348,Drama,2.4942756,4.4854836,8
1814930,Documentary|Comedy,3.8064868,2.913727,4
1781922,Action|Thriller,2.6024616,3.908135,12
2049586,Documentary|Biography|Family,6.0740314,4.8788977,2
1937264,Drama|Romance,4.1922975,3.3746998,2
166503,Drama,3.5715625,1.7542657,4
328509,Drama|Romance,1.6503159,2.6436446,3
286285,Animation|Documentary,5.782307,2.82894,2
1780762,Action|Adventure|Horror,3.6834428,2.2165911,4
1673423,Adventure|Comedy|Fantasy,3.166787,6.5125546,9
287092,,0.40184063,3.5186002,3
119434,Comedy|Romance,4.8269906,3.250056,2
19254,Biography|Drama|History,3.7165608,2.769071,4
365748,Comedy|Horror,5.7812443,4.2793493,2
427312,Documentary|Biography,6.5947075,4.3241634,2
80556,Drama|Romance|Music,3.4911375,2.5430033,4
816556,Drama|Horror|Mystery,6.1010623,4.2553515,2
1316616,Biography|Drama|War,1.1121062,5.1106925,3
192111,Comedy|Mystery|Romance,1.0035357,3.3205512,3
1608285,Drama,0.54964924,4.042336,3
141369,Action|Adventure|Comedy,6.1259365,4.6573496,2
1063336,Crime|Mystery|Thriller,7.1092944,2.92606,2
387682,Documentary,2.328854,6.0912814,-1
1018723,Action|Comedy|Romance,1.4343182,3.2058036,3
85656,Biography|Drama|Romance,0.50250494,4.050942,3
2402619,Comedy|Crime|Romance,2.0181034,2.455026,3
73424,Drama,6.366853,2.5081863,2
455957,Biography|Drama|History,3.6947587,6.195063,5
210149,Drama,5.1238422,3.2432907,2
439547,Biography|Drama|History,0.97302,4.8481765,3
840358,Documentary|Music,5.9300337,4.8837748,2
1450364,Comedy,4.7746096,4.6978674,2
15493,Drama,5.8257256,4.9683127,2
1568341,Comedy|Crime|Drama,4.516961,5.4773536,5
366551,Adventure|Comedy,3.2798047,0.9146559,4
880578,Crime|Mystery|Thriller,6.343712,5.532546,2
90185,Biography|Drama,1.2197292,3.0878003,3
1225831,Drama|Mystery,4.801139,4.431416,2
490076,Horror,5.034737,3.9540226,2
4157220,Documentary|Biography|History,5.4905343,3.1499104,2
19886,Adventure|Drama|Romance,0.7459582,4.625364,3
1970039,Documentary|History|News,4.0286703,5.9069295,5
51994,Action|Biography|Drama,1.5144348,3.851743,3
772185,Comedy|Fantasy,3.8453755,1.5214001,4
111792,Adventure|Drama|Family,1.815278,3.0540836,3
133412,Crime|Drama|Thriller,4.55355,5.874862,5
217355,Drama|Mystery,5.74798,2.2269068,2
98635,Comedy|Drama|Romance,1.4611509,2.4147637,3
4056808,Documentary|Drama|News,2.5462584,4.3560047,8
143350,Drama,6.7095532,5.2449365,2
144120,Comedy|Horror,2.7693377,5.7273784,1
95631,Action|Comedy|Crime,2.4238791,1.5302844,13
439533,Animation|Action|Adventure,3.1610887,2.6430347,4
423849,Animation|Adventure|Family,0.42432532,4.1293073,3
1999141,Action|Adventure|Fantasy,4.453073,4.94757,2
1672621,Drama|Family|Western,2.4804165,4.879881,1
937347,Action|Crime|Thriller,3.9647653,6.1379943,5
4322280,Documentary|Short,1.0715584,2.465465,3
4485246,Documentary|Animation|Biography,4.591129,4.0766783,2
87480,Horror|Sci-Fi|Thriller,4.9816675,3.612506,2
1127884,Documentary|Music,5.7476816,4.045777,2
1135983,Action,5.028004,3.6699617,2
1153053,Comedy,6.490393,2.4121804,2
804550,Action|Adventure|Crime,1.2493187,3.3104444,3
55998,Biography|Drama,1.3117213,3.7572467,3
390299,Documentary|Biography|History,3.3042853,3.1061075,6
2258345,Comedy,1.0267622,4.957907,3
962774,Comedy|Drama,5.084304,2.5363948,2
396190,Drama|Thriller,1.7695359,2.3332677,3
2276480,Adventure|Family,3.0879586,1.412293,4
2652118,Action|Adventure|Drama,4.5166645,5.091317,2
402014,Crime|Drama|Thriller,2.6456962,3.8114312,12
409799,Short|Comedy|Drama,2.575377,4.5203695,8
1552639,Documentary|Comedy,4.1546345,6.2077603,5
86889,Comedy|Drama|Fantasy,2.3819792,3.2898316,3
2106741,Action|Drama|Mystery,5.876658,4.506911,2
363240,Music|Sci-Fi,5.8474045,4.8722043,2
461179,Comedy,2.1216633,2.9858966,3
1504319,Romance|Thriller,5.037258,6.029386,-1
53882,Adventure|Family|Fantasy,3.0450208,1.3683105,4
41662,Comedy,2.197203,2.5497212,3
420206,Comedy|Drama|Romance,4.0764956,1.3187453,4
24034,Comedy|Musical|Romance,0.92410564,4.1443357,3
427042,Biography|Comedy|Drama,5.7483034,4.065595,2
1837562,Comedy|Drama|Romance,3.493253,0.96117145,4
47873,Biography|Drama|Music,5.0843797,3.038548,2
39420,Comedy|Drama|Fantasy,0.36739075,3.8214595,3
2442526,Biography|Music|Romance,4.544647,4.6426945,2
1655424,Drama,4.3372355,4.213885,2
57071,Western|Comedy,0.41431588,2.8320365,3
1276996,Documentary,0.25975192,4.1582203,3
964516,Drama|Romance,6.3614545,2.3709486,2
416044,Adventure|Biography|Drama,5.441764,3.8186295,2
889134,Comedy|Drama,1.4045665,2.4205348,3
1248290,Comedy|Drama,3.2863438,0.99708503,4
3106120,Horror,6.331906,4.701915,2
40458,Drama|Family,1.9262239,2.3458376,3
79574,Action|Adventure|Sci-Fi,1.71093,3.2761395,3
2556114,Romance|War,6.2952995,3.4741821,2
1172063,Drama,3.7038028,6.331698,5
1188983,Crime|Drama|Thriller,4.613804,3.8094537,2
452644,Adventure|Comedy|Drama,2.6843007,4.2655897,8
358590,Drama|Romance,4.7988772,3.6994286,2
1235807,Comedy|Drama|Romance,2.4633183,2.8599944,3
353671,Drama,1.8126458,5.2793717,-1
94897,Documentary|History,1.6326704,3.9374187,3
65724,Drama,0.77639955,3.9896028,3
2859246,Animation|Sci-Fi,3.628989,4.2884045,2
296712,Family|Adventure|Crime,6.8190036,3.9461603,2
389557,Drama|Thriller|War,5.272104,5.4129777,2
119578,Comedy|Drama|Romance,6.134684,5.7593203,2
221559,Drama,2.7436693,4.8286595,1
303307,Documentary,3.2489662,3.5471644,-1
31973,Adventure|Drama|History,3.9570832,2.7429109,4
94791,Action|Adventure|Drama,4.5109057,5.791025,5
110016,Fantasy|Action|Adventure,5.8698063,2.4246082,2
393685,Comedy|Fantasy|Horror,2.457914,3.4585786,3
22689,Adventure|Romance|Drama,4.2355294,3.7659707,2
8523,Comedy|Short,4.8767867,2.9521701,2
120780,Crime|Drama|Romance,0.7508731,3.7210746,3
82495,Horror,3.4905312,6.67812,5
3043386,Adventure|Comedy|Family,4.7498355,3.7852993,2
282667,Comedy,1.2054929,4.6851273,3
1965065,Comedy|Romance,2.2748003,1.8515544,13
893397,Drama|Romance|Thriller,0.6462033,4.459615,3
1835955,Drama|Sci-Fi|Thriller,3.5740008,1.3995016,4
1659343,Action|Horror|Mystery,6.054577,4.3465276,2
82948,Comedy,1.0358583,2.905543,3
109421,Drama|Romance,3.501513,3.279943,6
93811,Western,3.7792466,4.0591774,2
1180333,Mystery|Thriller,3.7595549,1.6756958,4
119190,Action|Adventure|Comedy,3.3929675,3.818044,2
2951788,Drama|Mystery|Romance,4.3753757,4.9882975,2
318126,Drama,1.8259311,2.7255886,3
796307,Adventure|Drama,5.000358,2.0613856,2
2273657,Crime|Drama|Mystery,3.9117742,2.4382813,4
5143700,Animation|Comedy|Family,4.330947,1.681278,-1
2343847,Drama,5.099167,4.1242795,2
92173,Drama|Romance,0.51271915,4.4534435,3
1198385,Drama,1.1934857,2.6210299,3
1268970,Drama|Thriller|Western,1.6238233,2.5712247,3
89679,Drama|Horror|Thriller,1.1155572,3.7899394,3
4000956,Comedy,4.3947053,3.3978257,2
462246,Documentary|Fantasy,3.12674,0.961203,4
2521188,Drama,6.4334526,3.713124,2
3708886,Action|Comedy,4.4305162,4.630954,2
1139664,Comedy|Drama,0.6092108,3.5673509,3
49537,Drama,4.27735,3.1639154,2
155833,Drama|Crime|Romance,0.9272275,2.9000301,3
59287,Comedy|Musical,1.8274916,2.4913144,3
111112,Drama|Family|Fantasy,4.372974,1.6211807,-1
3040224,Comedy|Horror,6.52412,3.9752626,2
465234,Action|Adventure|Family,6.093256,4.329413,2
82145,Drama|Western,0.3064924,3.5136135,3
2925768,Drama,6.150368,5.610696,2
2818178,Drama|Horror|Mystery,4.603445,4.6737413,2
68835,Comedy,1.4873183,2.4907577,3
190419,Crime|Drama|Thriller,6.0188823,3.8954961,2
69368,Drama,1.9142274,3.006877,3
796307,Adventure|Drama,5.0214763,2.0594506,2
1279935,Comedy|Crime|Romance,5.6043277,2.73942,2
420740,Drama|Thriller,6.992593,3.6070845,2
2395385,Sci-Fi|Thriller,6.273049,2.7580786,2
40321,Drama|Romance,0.84816164,4.80999,3
409673,Comedy|Romance,1.2750366,2.3142767,3
18972,Drama|Romance|Thriller,1.3647684,2.2444477,3
478116,Documentary,3.4485157,1.4417324,4
1946421,Documentary|Biography,6.72533,3.750139,2
73008,Comedy|Crime|Romance,0.4657204,3.8877792,3
168355,Adventure|Drama|Romance,0.96352524,4.89189,3
63442,Adventure|Sci-Fi,0.6633654,3.9811413,3
28315,Musical|Adventure|Family,2.9618895,4.0433574,12
120882,Comedy|Fantasy,3.2998042,0.89987737,4
1453403,Crime|Drama,7.4258947,3.7586112,2
309593,Horror|Thriller,2.7034595,6.4490433,9
913401,Action|Adventure|Comedy,2.4872465,6.2960877,9
293525,Documentary|Biography,1.164734,2.6844735,3
134821,Crime|Drama,4.399394,2.7586122,4
1201607,Adventure|Drama|Fantasy,6.2703285,3.9912145,2
2634236,Documentary|History|Thriller,3.873438,2.3862824,4
1185598,Documentary,5.2860827,4.4437723,2
1747960,Comedy,3.9305713,6.3464627,5
4034452,Drama|War,5.217471,3.719901,2
170982,Action|Adventure|Fantasy,4.9211664,2.6858099,2
431308,Drama|Romance,0.8520396,2.289367,10
2140429,Comedy|Horror,5.8976407,3.6805289,2
59079,Action|Crime,6.68191,2.7744117,2
75029,Western,0.40848485,3.6055408,3
146496,Documentary,2.5123866,5.2560925,1
2640474,Drama|Horror|Mystery,7.3453145,3.6964242,2
151513,Comedy,7.2050223,3.9874408,2
164184,Action|Drama|Thriller,6.8573084,5.0068946,2
1646876,Drama|Family|Fantasy,4.5308456,3.570668,2
825239,Crime|Romance,5.19669,5.3285775,2
1089677,Sci-Fi,5.323287,3.597466,2
3577624,Comedy|Drama|War,6.542718,4.132094,2
480163,Drama,2.4770474,1.8586886,13
756727,Documentary|Biography|Music,0.79052657,4.7350817,3
3336368,Animation|Adventure|Comedy,4.792898,2.7717626,2
92115,Comedy|Fantasy|Horror,6.318875,5.346907,2
81059,Biography|Drama|History,2.5873103,6.3272758,9
1229827,Documentary|Music,4.8593345,3.4120479,2
31981,Biography|Drama|History,0.47508296,3.9194906,3
893382,Documentary|Biography|Music,3.575108,5.3576636,5
3726704,Biography|Drama|History,3.9854975,6.5367904,5
40740,Action|Drama|Film-Noir,1.4001559,4.1345406,11
97152,Family|Adventure|Drama,6.38377,2.3862507,2
84750,Action|Adventure|Fantasy,6.431981,2.8038955,2
69226,Fantasy|Comedy,3.3688219,1.423987,4
475241,Drama|Romance,6.253128,5.666002,2
2296935,Animation|Adventure|Family,3.8925035,1.7631286,4
23236,Horror,0.7879394,4.6595225,3
31398,Adventure|Comedy|War,1.9813969,3.3018992,3
213968,Horror|Fantasy,3.9802535,6.408885,5
1410272,Drama,4.619111,4.493384,2
476519,Comedy|Drama,4.6537375,3.8729663,2
804492,Comedy|Romance,0.4373445,4.293442,3
29984,Comedy|Crime|Horror,3.7534482,2.948609,4
362538,Thriller|Drama,5.999045,2.5424597,2
3040528,Documentary,3.7137678,1.4746717,4
3083008,Biography|Drama|Sport,3.6638575,6.398101,5
445396,Comedy|Drama|History,3.466252,6.5965896,5
4446318,Thriller,3.9340508,4.314772,2
86420,Drama,6.04896,4.2094274,2
110123,Comedy|War,3.8901591,1.9325755,4
1426361,Drama,3.2834175,2.9503622,-1
2717860,Drama|Thriller,3.578613,1.4494638,4
1270262,Biography|Drama|Thriller,5.959471,3.435667,2
88108,Crime|Horror|Thriller,2.5702207,3.8080962,12
289390,Drama,6.8462,4.0177474,2
413879,Comedy|Romance,2.4726863,1.7402223,13
97373,Crime|Drama|Thriller,1.6307856,5.548394,-1
450232,Action|Crime|Drama,0.74880284,2.41575,10
14605,Drama|Romance,6.181329,3.9549055,2
191996,Crime|Thriller,3.7108572,5.1060624,5
112342,Family|Adventure|Drama,4.428921,3.8726115,2
1193088,Comedy|Drama,3.169852,2.1357617,4
220672,Comedy|Music|Romance,7.003006,3.1837656,2
1344315,Documentary|Biography|History,3.801956,6.5074353,5
158466,Drama|Family|Romance,3.5512729,0.8035507,4
2378281,Comedy|Drama,3.1214435,0.8858968,4
118214,Sci-Fi,4.209211,5.499292,5
2182972,Drama|Music,6.642557,4.7593703,2
1442519,Drama,6.023603,3.9015005,2
1092082,Drama|History|Romance,3.872563,6.175712,5
57831,Comedy|Drama,0.8786477,4.7320733,3
4038670,Drama|History|Romance,3.5636232,2.456054,4
91981,Action|Adventure|Drama,0.6582768,4.522966,3
497432,Horror,4.282495,3.7012417,2
35259,Comedy|Music|Musical,1.6567168,1.9144806,3
360717,Action|Adventure|Drama,6.4356284,4.7988157,2
460780,Action|Adventure|Fantasy,3.0592031,4.791176,1
1028576,Biography|Drama|Family,7.1975474,3.8303883,2
266408,Action,6.820321,3.9338012,2
116404,Drama|History,4.7594867,2.622312,2
94383,Comedy|Horror,0.62955403,4.582862,3
499262,Drama,5.661603,3.3535676,2
1176096,Drama,5.8317666,5.659875,2
102825,Drama|Musical|Romance,2.1574385,4.767293,1
451079,Animation|Adventure|Comedy,5.0477414,3.892212,2
2062989,Documentary|Biography,5.801118,3.3677514,2
87482,Comedy|Drama|Romance,5.624295,3.9961073,2
111019,Drama,6.6809072,5.203013,2
1020072,Biography|Drama|History,0.71679115,2.5111086,10
93773,Action|Sci-Fi|Thriller,6.02977,5.118035,2
814685,Horror|Thriller,4.039622,6.1222806,5
314039,Drama,5.9309244,4.567226,2
46451,Crime|Drama,4.119639,3.1887865,2
318627,Action|Horror|Sci-Fi,5.445837,3.576284,2
3214310,Biography|Drama|History,4.5722423,5.8570414,5
